BUILDING ADDRESS,BUILDING ID,CARBON DIOXIDE EMISSIONS (Metric Ton CO2e),COMPLIANCE STATUS,% DIFFERENCE FROM NATIONAL MEDIAN SOURCE EUI,% DIFFERENCE FROM NATIONAL MEDIAN SITE EUI,ENERGY STAR SCORE,ENERGY STAR CERTIFICATION - ELIGIBILITY,ENERGY STAR CERTIFICATION - LAST APPROVAL DATE,ENERGY STAR CERTIFICATION - YEAR(S) CERTIFIED,ENTITY RESPONSIBLE FOR BENCHMARK,GROSS BUILDING FLOOR AREA (ft²),INDOOR WATER USE (kgal),INDOOR WATER USE INTENSITY (gal/ft²),NUMBER OF BUILDINGS,OCCUPANCY,OUTDOOR WATER USE (kgal),POSTAL CODE,PROGRAM YEAR,PROPERTY TYPE,SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),Source EUI (kBtu/ft²),TOTAL WATER USE (kgal),WEATHER NORMALIZED SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (EUI) (kBtu/ft²),YEAR BUILT,AIN,LADBS Building Category
12744 SAN FERNANDO RD,422528932920,1549.6,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Intertex Property Advisors Inc,181025.0,Not Available,Not Available,3.0,100.0,Not Available,91342,2017,Manufacturing/Industrial Plant,137.5,260.2,4970.7,Not Available,Not Available,1964,012,"100,000+ sqft"
2401 W JEFFERSON BLVD,464230831954,132.0,COMPLIED,-11.6,-11.6,68.0,No,Not Available,Not Available,Thomas Safran and Associates,72204.0,Not Available,Not Available,1.0,100.0,Not Available,90018,2017,Multifamily Housing,26.9,65.0,7360.7,27.1,65.2,2013,038,"50,000 to 99,999 sqft"
900 E SLAUSON AVE,482815818379,,NOT COMPLIED,,,,,,,,,,,,,,90001,2018,,,,,,,,022,"20,000 to 49,999 sqft"
457 S MANHATTAN PL,467561846409,147.3,COMPLIED,8.3,8.3,37.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",53300.0,Not Available,Not Available,1.0,100.0,Not Available,90020,2017,Multifamily Housing,45.3,83.7,5498.2,46.2,84.6,1953,BRK,"50,000 to 99,999 sqft"
433 N BURLINGTON AVE,T00000000153,,NOT COMPLIED,,,,,,,,,,,,,,90026,2018,,,,,,,,009,"20,000 to 49,999 sqft"
1426 N MARTEL AVE,455604857791,44.4,COMPLIED,-60.1,-60.1,Not Available,No,Not Available,Not Available,The Real Estate Group,20950.0,0.0,0.0,1.0,100.0,Not Available,90046,2018,Multifamily Housing,38.6,47.2,820.2,Not Available,Not Available,1972,023,"20,000 to 49,999 sqft"
2652 LONG BEACH AVE,488498827323,546.3,COMPLIED,-70.6,-70.6,Not Available,No,Not Available,Not Available,Dedeaux Properties,266396.0,843.5,3.17,1.0,100.0,Not Available,90058,2016,Refrigerated Warehouse,23.6,74.2,843.5,23.6,74.2,1965,017,"100,000+ sqft"
1251 W PACIFIC COAST HWY,476827746284,35.7,COMPLIED,-76.5,-76.5,Not Available,No,Not Available,Not Available,Extra Space Storage,125938.0,643.0,5.11,1.0,100.0,Not Available,90744,2018,Self-Storage Facility,4.0,11.2,643.0,4.0,11.0,2009,024,"100,000+ sqft"
606 CYPRESS AVE,494340854554,,NOT COMPLIED,,,,,,,,,,,,,,90065,2018,,,,,,,,030,"20,000 to 49,999 sqft"
1207 S MANHATTAN PL,467537840350,,NOT COMPLIED,,,,,,,,,,,,,,90019,2018,,,,,,,,010,"20,000 to 49,999 sqft"
189 THE GROVE DR,453636848438,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Regatta Solutions,15446.0,Not Available,Not Available,1.0,100.0,Not Available,90036,2016,Lifestyle Center,Not Available,Not Available,Not Available,Not Available,Not Available,2002,042,"100,000+ sqft"
8510 BALBOA BLVD,410108904441,610.5,COMPLIED,-33.1,-33.1,79.0,No,07/31/2018,"2018, 2017, 2016, 2015, 2014, 2013, 2011, 2010, 2009, 2008, 2007, 2006",CBRE,131256.0,2583.8,19.68,1.0,100.0,Not Available,91325,2018,Office,67.8,177.0,2583.8,68.7,177.9,2000,011,"100,000+ sqft"
991 KNOX ST,472587769665,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Yoshinoya America,35973.0,Not Available,Not Available,1.0,100.0,Not Available,90502,2018,Food Service,Not Available,Not Available,Not Available,Not Available,Not Available,1982,018,"20,000 to 49,999 sqft"
7640 LAUREL CANYON BLVD,442009898887,,NOT COMPLIED,,,,,,,,,,,,,,91605,2018,,,,,,,,035,"20,000 to 49,999 sqft"
10707 MOORPARK ST,451588877392,,NOT COMPLIED,,,,,,,,,,,,,,91602,2018,,,,,,,,014,"20,000 to 49,999 sqft"
7139 HAZELTINE AVE,428511895681,93.3,COMPLIED,-15.9,-15.9,74.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",39010.0,Not Available,Not Available,1.0,100.0,Not Available,91405,2018,Multifamily Housing,39.4,71.7,2211.2,40.6,73.0,1980,022,"20,000 to 49,999 sqft"
333 UNIVERSAL HOLLYWOOD DR,452794872607,242.8,COMPLIED,-82.7,-82.7,100.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",433745.0,Not Available,Not Available,1.0,100.0,Not Available,91608,2017,Hotel,7.5,22.8,1065.2,7.5,22.8,1968,021,"100,000+ sqft"
14611 VINCENNES ST,T00000000312,218.6,COMPLIED,0.5,0.5,49.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",75948.0,Not Available,Not Available,1.0,100.0,Not Available,91402,2017,Multifamily Housing,44.0,96.1,3657.2,44.9,97.1,2009,022,"50,000 to 99,999 sqft"
4530 BRAZIL ST,478767875888,,NOT COMPLIED,,,,,,,,,,,,,,90039,2018,,,,,,,,034,"20,000 to 49,999 sqft"
15740 SHERMAN WAY,417545895824,100.9,COMPLIED,10.3,10.3,35.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",29647.0,Not Available,Not Available,1.0,100.0,Not Available,91406,2018,Multifamily Housing,57.9,94.0,1899.3,60.7,97.0,1970,079,"20,000 to 49,999 sqft"
4000 S LA BREA AVE,454669827042,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"City of Los Angeles, Recreation and Parks",17384.0,Not Available,Not Available,1.0,100.0,Not Available,90008,2018,Other - Recreation,Not Available,Not Available,Not Available,Not Available,Not Available,1983,902,"15,000 to 19,999 sqft (CITY OWNED BUILDING)"
1428 N NORMANDIE AVE,470800857899,302.5,COMPLIED,-11.6,-11.6,68.0,No,Not Available,Not Available,Sk Management,128745.0,Not Available,Not Available,1.0,100.0,Not Available,90027,2016,Multifamily Housing,35.0,81.9,3968.4,35.2,82.1,1979,035,"100,000+ sqft"
10811 ASHTON AVE,428415844138,78.1,COMPLIED,-56.7,-56.7,100.0,No,Not Available,Not Available,Bibawi Management LLC,64990.0,Not Available,Not Available,1.0,100.0,Not Available,90024,2018,Multifamily Housing,17.1,47.5,4999.2,17.1,47.5,1986,070,"50,000 to 99,999 sqft"
5710 CRESCENT PARK EAST,431840812455,688.7,COMPLIED,4.1,4.1,42.0,No,Not Available,Not Available,Crescent Park Corporation,261563.0,Not Available,Not Available,1.0,100.0,Not Available,90094,2016,Multifamily Housing,41.8,82.0,9542.2,41.8,82.0,2004,221,"100,000+ sqft"
6400 CANOGA AVE,381363890816,,NOT COMPLIED,,,,,,,,,,,,,,91367,2018,,,,,,,,020,"100,000+ sqft"
18540 PLUMMER ST,399293910997,230.8,COMPLIED,-18.4,-18.4,78.0,No,Not Available,Not Available,LBPM,91307.0,Not Available,Not Available,1.0,100.0,Not Available,91324,2017,Multifamily Housing,39.2,82.1,3747.7,40.4,83.4,1973,023,"50,000 to 99,999 sqft"
15125 VENTURA BLVD,421727878573,,NOT COMPLIED,,,,,,,,,,,,,,91403,2018,,,,,,,,030,"20,000 to 49,999 sqft"
4075 S FIGUEROA ST,475845826261,,NOT COMPLIED,,,,,,,,,,,,,,90037,2017,,,,,,,,030,"50,000 to 99,999 sqft"
1610 W 7TH ST,479396842070,,NOT COMPLIED,,,,,,,,,,,,,,90017,2017,,,,,,,,001,"50,000 to 99,999 sqft"
2323 N WORKMAN ST,496647848867,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"City of Los Angeles, Recreation and Parks",7900.0,Not Available,Not Available,1.0,100.0,Not Available,90031,2018,Other - Recreation,Not Available,Not Available,Not Available,Not Available,Not Available,1975,903,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
848 GRAMERCY DR,467188843093,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,IEC Company,10000.0,Not Available,Not Available,1.0,100.0,Not Available,90005,2018,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1963,023,"20,000 to 49,999 sqft"
3750 W 6TH ST,469435845581,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Wilshire Boulevard Temple,6000.0,344.9,57.48,1.0,100.0,Not Available,90020,2017,Mixed Use Property,Not Available,Not Available,344.9,Not Available,Not Available,2015,017,"50,000 to 99,999 sqft"
1427 E 4TH ST,493109837838,,NOT COMPLIED,,,,,,,,,,,,,,90033,2018,,,,,,,,013,"20,000 to 49,999 sqft"
20600 PRAIRIE ST,385731909831,267.6,NOT COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Canoga Perkins,64000.0,1386.4,21.66,1.0,90.0,Not Available,91311,2018,Manufacturing/Industrial Plant,60.2,162.4,1386.4,58.4,157.1,1981,024,"50,000 to 99,999 sqft"
10615 ROSE AVE,436394832846,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Trinity,21344.0,Not Available,Not Available,1.0,100.0,Not Available,90034,2018,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1985,050,"20,000 to 49,999 sqft"
15853 OLDEN ST,417492936838,1875.6,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,spears manufacturing,142339.0,Not Available,Not Available,1.0,100.0,Not Available,91342,2017,Manufacturing/Industrial Plant,173.8,545.6,3637.0,173.8,545.6,1977,027,"100,000+ sqft"
14600 ARMINTA ST,425258900118,39.2,COMPLIED,-69.6,-69.6,94.0,Yes,Not Available,Not Available,Ratner Property Management,45965.0,Not Available,Not Available,1.0,60.0,Not Available,91402,2018,Non-Refrigerated Warehouse,13.2,29.3,124.9,13.2,29.3,1953,003,"20,000 to 49,999 sqft"
7430 S ARIZONA AVE,441714812900,,NOT COMPLIED,,,,,,,,,,,,,,90045,2017,,,,,,,,BRK,"50,000 to 99,999 sqft"
1000 FRANCISCO ST,471933767490,144.6,COMPLIED,-72.4,-72.4,97.0,No,Not Available,Not Available,Prologis,298000.0,Not Available,Not Available,1.0,100.0,Not Available,90502,2017,Distribution Center,6.4,20.0,896.9,6.4,20.0,1997,058,"100,000+ sqft"
17635 SHERMAN WAY,405136896118,,NOT COMPLIED,,,,,,,,,,,,,,91406,2018,,,,,,,,004,"20,000 to 49,999 sqft"
4117 W WASHINGTON BLVD,461938837164,40.3,COMPLIED,-9.0,-9.0,Not Available,No,Not Available,Not Available,LOS ANGELES PUBLIC LIBRARY,12269.0,Not Available,Not Available,1.0,100.0,Not Available,90018,2016,Library,46.7,130.7,364.2,Not Available,Not Available,2000,900,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
1555 SEPULVEDA BLVD,468947755650,,NOT COMPLIED,,,,,,,,,,,,,,90501,2018,,,,,,,,068,"20,000 to 49,999 sqft"
4141 S GLENCOE AVE,427348818488,,NOT COMPLIED,,,,,,,,,,,,,,90292,2017,,,,,,,,BRK,"50,000 to 99,999 sqft"
16450 FOOTHILL BLVD,414160938587,82.0,COMPLIED,-55.1,-55.1,90.0,No,Not Available,Not Available,Paragon California,100362.0,Not Available,Not Available,1.0,100.0,Not Available,91342,2017,Non-Refrigerated Warehouse,11.6,30.9,2.2,12.2,31.5,2001,036,"100,000+ sqft"
1300 FACTORY PL,490146836675,,NOT COMPLIED,,,,,,,,,,,,,,90013,2018,,,,,,,,031,"20,000 to 49,999 sqft"
20939 W SHERMAN WAY,383250896211,54.6,COMPLIED,21.0,21.0,Not Available,No,Not Available,Not Available,LOS ANGELES PUBLIC LIBRARY,12500.0,Not Available,Not Available,1.0,100.0,Not Available,91303,2018,Library,62.1,173.8,594.7,Not Available,Not Available,2004,903,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
1431 E 5TH ST,493343837479,,NOT COMPLIED,,,,,,,,,,,,,,90033,2017,,,,,,,,012,"50,000 to 99,999 sqft"
9933 WOODMAN AVE,425258914039,193.6,COMPLIED,-20.5,-20.5,81.0,No,Not Available,Not Available,Yardi Energy,71711.0,Not Available,Not Available,0.0,95.0,Not Available,91345,2018,Multifamily Housing,43.9,83.3,4160.1,44.0,83.4,1989,009,"50,000 to 99,999 sqft"
10700 SANTA MONICA BLVD,430805841460,,NOT COMPLIED,,,,,,,,,,,,,,90025,2018,,,,,,,,020,"20,000 to 49,999 sqft"
19803 SHERMAN WAY,390710896344,,NOT COMPLIED,,,,,,,,,,,,,,91306,2018,,,,,,,,009,"20,000 to 49,999 sqft"
5455 HOLLYWOOD BLVD,468363859623,,NOT COMPLIED,,,,,,,,,,,,,,90027,2016,,,,,,,,BRK,"100,000+ sqft"
1192 E 51ST ST,484482821356,83.9,COMPLIED,142.6,142.6,Not Available,No,Not Available,Not Available,ece_cola_gsd,8250.0,Not Available,Not Available,1.0,100.0,Not Available,90011,2016,Fire Station,146.3,374.4,654.4,145.9,373.3,2010,902,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
8151 ORION AVE,418859902395,16.4,COMPLIED,-23.6,-23.6,64.0,No,Not Available,Not Available,Pool Water Products,20000.0,Not Available,Not Available,1.0,100.0,Not Available,91406,2018,Distribution Center,12.1,30.7,53.7,11.6,29.2,1978,021,"20,000 to 49,999 sqft"
990 W 8TH ST,112217100615,,NOT COMPLIED,,,,,,,,,,,,,,90017,2017,,,,,,,,066,"100,000+ sqft"
18558 ROSCOE BLVD,399009903033,28.9,COMPLIED,-85.8,-85.8,Not Available,No,Not Available,Not Available,Rosam and Assoc.,48354.0,Not Available,Not Available,1.0,100.0,Not Available,91324,2018,Multifamily Housing,10.1,16.7,2055.9,11.3,18.6,1972,057,"20,000 to 49,999 sqft"
3600 E OLYMPIC BLVD,500880829090,643.3,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"Vert Energy Group, Inc.",138268.0,Not Available,Not Available,1.0,100.0,Not Available,90023,2018,Manufacturing/Industrial Plant,72.4,157.4,2482.4,Not Available,Not Available,1941,001,"100,000+ sqft"
1625 W OLYMPIC BLVD,478421840688,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Curacao,188022.0,Not Available,Not Available,1.0,85.0,Not Available,90015,2016,Office,Not Available,Not Available,Not Available,Not Available,Not Available,1975,033,"100,000+ sqft"
2130 SAWTELLE BLVD,427919836862,330.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,McKinley Realty,52000.0,Not Available,Not Available,1.0,60.0,Not Available,90025,2018,Other,90.1,252.3,4814.7,87.7,245.7,1987,031,"50,000 to 99,999 sqft"
16030 VENTURA BLVD,415714879439,848.2,COMPLIED,-30.6,-30.6,79.0,No,Not Available,Not Available,The Almar Building,169951.0,Not Available,Not Available,1.0,100.0,Not Available,91436,2016,Office,60.3,174.3,2745.4,60.5,172.5,1983,019,"100,000+ sqft"
8759 TOBIAS AVE,425074906256,,NOT COMPLIED,,,,,,,,,,,,,,91402,2018,,,,,,,,016,"20,000 to 49,999 sqft"
11430 W CHANDLER BLVD,446742883558,53.1,COMPLIED,93.5,93.5,Not Available,No,Not Available,Not Available,"City of Los Angeles, Recreation and Parks",10720.0,Not Available,Not Available,1.0,100.0,Not Available,91601,2017,Other - Recreation,69.8,187.4,794.4,68.6,168.4,1977,901,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
3500 S CRENSHAW BLVD,460239831556,25.8,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,West Angeles Church of God in Christ,176295.0,203.7,1.16,1.0,100.0,30.5,90016,2018,Parking,2.1,5.8,234.2,2.1,5.8,2001,027,"100,000+ sqft"
4455 E YORK BLVD,495514867625,25.5,COMPLIED,-65.4,-65.4,Not Available,No,Not Available,Not Available,ece_cola_gsd,17640.0,Not Available,Not Available,1.0,100.0,Not Available,90041,2016,Fire Station,20.8,53.4,153.4,20.8,53.6,2010,900,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
414 S CLOVERDALE AVE,456917846719,139.9,COMPLIED,-9.9,-9.9,65.0,No,Not Available,Not Available,"Vert Energy Group, Inc.",58960.0,Not Available,Not Available,1.0,100.0,Not Available,90036,2017,Multifamily Housing,39.4,69.6,1894.8,40.4,70.6,1989,029,"50,000 to 99,999 sqft"
21535 ROSCOE BLVD,380240903104,240.2,COMPLIED,-29.6,-29.6,94.0,No,03/04/2018,2018,"Cores Management, Inc.",103854.0,Not Available,Not Available,1.0,95.0,Not Available,91304,2018,Multifamily Housing,36.9,74.6,5816.1,37.5,75.2,2012,105,"100,000+ sqft"
4267 W 3RD ST,468529847740,,NOT COMPLIED,,,,,,,,,,,,,,90020,2018,,,,,,,,015,"20,000 to 49,999 sqft"
6646 HOLLYWOOD BLVD,460316859411,,NOT COMPLIED,,,,,,,,,,,,,,90028,2018,,,,,,,,031,"20,000 to 49,999 sqft"
2300 COLORADO BLVD,496030873074,92.9,COMPLIED,-51.5,-51.5,98.0,Yes,Not Available,Not Available,"Eagle Rock Lodging, LLC",45000.0,Not Available,Not Available,1.0,90.0,Not Available,90041,2018,Hotel,33.8,62.6,1747.4,33.6,62.0,1984,024,"20,000 to 49,999 sqft"
2200 W PICO BLVD,475465839659,18.0,COMPLIED,-69.9,-69.9,Not Available,No,Not Available,Not Available,DBA Mora APTS.,16583.0,Not Available,Not Available,1.0,100.0,Not Available,90006,2018,Other - Lodging/Residential,15.4,43.3,2179.8,15.3,42.9,1905,012,"20,000 to 49,999 sqft"
419 E 9TH ST,485360836669,,NOT COMPLIED,,,,,,,,,,,,,,90015,2017,,,,,,,,015,"50,000 to 99,999 sqft"
2114 CLINTON ST,480903849314,45.5,COMPLIED,-50.1,-50.1,100.0,No,Not Available,Not Available,"Solari Enterprises, Inc.",26046.0,Not Available,Not Available,1.0,100.0,Not Available,90026,2018,Multifamily Housing,29.8,47.7,2018.1,29.8,47.6,2008,027,"20,000 to 49,999 sqft"
14400 ARMINTA ST,426791899898,,NOT COMPLIED,,,,,,,,,,,,,,91402,2017,,,,,,,,015,"100,000+ sqft"
14400 ARMINTA ST,426791899898,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Living Spaces,197585.0,Not Available,Not Available,1.0,100.0,Not Available,91402,2016,Retail Store,Not Available,Not Available,Not Available,Not Available,Not Available,2005,015,"100,000+ sqft"
8522 GLENOAKS BLVD,452216904776,,NOT COMPLIED,,,,,,,,,,,,,,91352,2018,,,,,,,,017,"20,000 to 49,999 sqft"
6510 LA MIRADA AVE,461321856418,,NOT COMPLIED,,,,,,,,,,,,,,90038,2018,,,,,,,,061,"20,000 to 49,999 sqft"
5603 W 6TH ST,455452846528,240.9,COMPLIED,5.9,5.9,41.0,No,Not Available,Not Available,AUM,71755.0,Not Available,Not Available,1.0,95.0,Not Available,90036,2018,Multifamily Housing,59.9,80.5,5382.2,59.9,80.5,1951,005,"50,000 to 99,999 sqft"
3686 E OLYMPIC BLVD,502042829006,0.0,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Oak Paper Products Company,160568.0,Not Available,Not Available,1.0,80.0,Not Available,90023,2018,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,1946,012,"100,000+ sqft"
6416 VARIEL AVE,382560891022,30.9,COMPLIED,-62.8,-62.8,99.0,No,Not Available,Not Available,Sunburst Industrial Development Co,23800.0,Not Available,Not Available,1.0,100.0,Not Available,91367,2018,Retail Store,18.5,51.7,709.2,Not Available,Not Available,1974,018,"20,000 to 49,999 sqft"
18801 VENTURA BLVD,397370885414,,NOT COMPLIED,,,,,,,,,,,,,,91356,2017,,,,,,,,030,"50,000 to 99,999 sqft"
901 W OLYMPIC BLVD,1938,1279.3,COMPLIED,-14.4,-14.4,68.0,No,Not Available,Not Available,Marriott Courtyard and Residence Inn,295750.0,Not Available,Not Available,1.0,80.0,Not Available,90015,2018,Hotel,68.6,141.0,12048.9,68.6,140.6,2014,046,"100,000+ sqft"
100 WORLD WAY,439999803226,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,Los Angeles World Airports,569300.0,Not Available,Not Available,1.0,50.0,Not Available,90045,2017,Transportation Terminal/Station,Not Available,Not Available,9209.5,Not Available,Not Available,1982,900,"100,000+ sqft (CITY OWNED BUILDINGS)"
5555 S PLAYA VISTA DR,431834813083,328.0,COMPLIED,4.9,4.9,42.0,No,Not Available,Not Available,Sunrise Senior Living (Manager),65039.0,3134.3,48.19,1.0,100.0,Not Available,90094,2017,Senior Care Community,74.7,177.6,3134.3,76.1,179.1,2006,BRK,"50,000 to 99,999 sqft"
2370 COLORADO BLVD,495643873184,5.8,COMPLIED,-82.6,-82.6,Not Available,No,Not Available,Not Available,Public Storage,27557.0,11.0,0.4,1.0,100.0,Not Available,90041,2018,Self-Storage Facility,3.0,8.3,11.0,3.0,8.3,2000,005,"20,000 to 49,999 sqft"
9420 DE SOTO AVE,384136910822,25.4,COMPLIED,-82.1,-82.1,Not Available,No,Not Available,Not Available,EZ Storage related companies,118368.0,Not Available,Not Available,1.0,70.0,Not Available,91311,2018,Self-Storage Facility,3.1,8.5,60.7,3.0,8.5,1985,067,"100,000+ sqft"
7241 SEPULVEDA BLVD,420477896470,,NOT COMPLIED,,,,,,,,,,,,,,91405,2018,,,,,,,,017,"20,000 to 49,999 sqft"
888 W 6TH ST,483374840854,,NOT COMPLIED,,,,,,,,,,,,,,90017,2018,,,,,,,,401,"100,000+ sqft"
5898 W VENICE BLVD,449882837047,79.5,COMPLIED,40.5,40.5,20.0,No,Not Available,Not Available,Los Angeles Department of Water and Power,14494.0,Not Available,Not Available,1.0,100.0,Not Available,90019,2016,Office,72.3,227.1,300.9,72.3,227.1,1963,908,"15,000 to 19,999 sqft (CITY OWNED BUILDING)"
2157 VINE ST,462715862656,22.7,COMPLIED,-83.9,-83.9,Not Available,No,Not Available,Not Available,"NBK REALTY MANAGEMENT, INC",25759.0,Not Available,Not Available,1.0,100.0,Not Available,90068,2018,Multifamily Housing,16.4,18.0,917.1,Not Available,Not Available,1961,021,"20,000 to 49,999 sqft"
1000 S GRAND AVE,112217100574,546.1,COMPLIED,-40.5,-40.5,97.0,No,Not Available,Not Available,GID,403669.0,Not Available,Not Available,1.0,100.0,Not Available,90015,2017,Multifamily Housing,20.0,47.7,6352.5,20.2,47.9,2015,015,"100,000+ sqft"
15100 W ERWIN ST,421743888963,Not Available,COMPLIED,Not Available,Not Available,Not Available,No,Not Available,Not Available,"City of Los Angeles, Recreation and Parks",13324.0,Not Available,Not Available,1.0,100.0,Not Available,91411,2018,Other - Recreation,Not Available,Not Available,Not Available,Not Available,Not Available,2002,900,"7,500 to 14,999 sqft (CITY OWNED BUILDING)"
12057 WILSHIRE BLVD,420214839078,543.5,NOT COMPLIED,-33.3,-33.3,83.0,No,Not Available,Not Available,Kroger,61840.0,Not Available,Not Available,1.0,100.0,Not Available,90025,2018,Supermarket/Grocery Store,129.7,327.9,1557.5,127.4,321.3,1962,027,"20,000 to 49,999 sqft"
7651 S CENTRAL AVE,483823811522,,NOT COMPLIED,,,,,,,,,,,,,,90001,2018,,,,,,,,028,"20,000 to 49,999 sqft"
11805 W SHELDON ST,444179913190,106.1,COMPLIED,-39.2,-39.2,81.0,No,Not Available,Not Available,Los Angeles Department of Water and Power,31000.0,Not Available,Not Available,1.0,100.0,Not Available,91352,2018,Office,48.6,136.1,733.4,47.0,131.6,1992,903,"20,000 to 49,999 sqft (CITY OWNED BUILDINGS)"
15127 DICKENS ST,421580878190,,NOT COMPLIED,,,,,,,,,,,,,,91403,2018,,,,,,,,004,"20,000 to 49,999 sqft"
550 VETERAN AVE,424069847104,49.7,COMPLIED,-54.8,-54.8,100.0,No,Not Available,Not Available,RHB Management Company,38382.0,Not Available,Not Available,1.0,100.0,Not Available,90024,2018,Multifamily Housing,22.5,33.8,4855.6,23.4,34.8,1970,020,"20,000 to 49,999 sqft"
930 FIGUEROA TER,487654846989,115.8,COMPLIED,-78.4,-78.4,Not Available,No,Not Available,Not Available,GHP Management,158213.0,Not Available,Not Available,1.0,100.0,Not Available,90012,2016,Mixed Use Property,10.6,26.6,7553.3,Not Available,Not Available,1989,058,"100,000+ sqft"
